OBJECTID,TrapID,TrapLoc,Filename,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Trapline,TrapNum,Trap_Brand,Trap_size,Trap_numDoors,Easting,Northing,GPS_Date,Comments
286,D_25_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,25,,,0,786885.391,2298873.547,2/24/1997 0:00,D 25
281,D_25_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,25,havahart,large,1,786714.7828,2298949.454,2/18/2010 0:00,need perm. tag
292,D_27_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,27,,,0,786998.8162,2298975.733,2/24/1997 0:00,D 27
,D_27_2,2,,2008,11,25,NA,NA,NA,D,27,,,,,,,
284,D_28_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,28,,,0,787063.0474,2299004.38,3/27/1998 0:00,AV12
,D_28_2,2,,2008,11,25,NA,NA,NA,D,28,,,,,,,
283,D_29_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,29,,,0,787048.5906,2299056.423,3/27/1998 0:00,AV11
,D_29_2,2,,2008,11,25,NA,NA,NA,D,29,,,,,,,
297,D_3_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,3,,,0,786834.5069,2299009.198,2/24/1997 0:00,D 3
259,D_3_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,3,Havahart,medium,2,786809.8036,2298892.694,2/18/2010 0:00,need perm. tag
298,D_4_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,4,,,0,786819.4658,2299025.463,2/24/1997 0:00,D 4
260,D_4_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,4,Havahart,medium,1,786841.1869,2298874.925,2/18/2010 0:00,need perm. tag and bait can
299,D_5_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,5,,,0,786802.158,2299011.224,2/24/1997 0:00,D 5
261,D_5_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,5,Havahart,medium,2,786872.1893,2298872.47,2/18/2010 0:00,need perm. tag
300,D_6_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,6,,,0,786799.4688,2299000.222,2/24/1997 0:00,D 6
262,D_6_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,6,Havahart,medium,1,786935.2102,2298906.615,2/18/2010 0:00,need perm. tag
301,D_7_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,7,,,0,786802.4074,2298987.452,2/24/1997 0:00,D 7
263,D_7_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,7,Tomahawk,large,1,786930.1693,2298856.748,2/18/2010 0:00,need perm. tag
302,D_8_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,8,,,0,786799.2105,2298962.459,2/24/1997 0:00,D 8
264,D_8_2,2,D_Traps_11_25_2008_to_pres,2008,11,25,NA,NA,NA,D,8,Tomahawk,large,1,786999.068,2298877.296,2/18/2010 0:00,need perm. tag
303,D_9_1,1,D_Traps_to_11_25_2008,NA,NA,NA,2008,11,25,D,9,,,0,786770.6469,2299002.769,2/24/1997 0:00,D 9
561,E_1_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,1,,,0,786475.2169,2292813.643,2/21/1997 0:00,E 1
628,E_1_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,1,Havahart,M,2,786298.7686,2292918.737,9/17/2007 0:00, 
695,E_1_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,1, , ,2,786299.1716,2292921.763,8/30/2010 0:00, 
749,E_1_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,1,tomahawk,large,1,786296.9968,2292925.279,11/7/2013 0:00, 
570,E_10_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,10,,,0,786482.8262,2293254.816,2/21/1997 0:00,E 10
637,E_10_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,10,Havahart,M,2,786253.8795,2293322.982,9/17/2007 0:00, 
704,E_10_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,10, , ,2,786308.6959,2293404.903,8/30/2010 0:00, 
758,E_10_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,10,havahart,medium,2,786422.716,2293578.346,11/7/2013 0:00, 
571,E_11_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,11,,,0,786486.0004,2293285.3,2/21/1997 0:00,E 11
638,E_11_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,11,Havahart,M,2,786307.4089,2293406.034,9/17/2007 0:00, 
705,E_11_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,11, , ,2,786342.3386,2293452.709,8/30/2010 0:00, 
759,E_11_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,11,havahart,medium,2,786442.728,2293612.914,11/7/2013 0:00, 
572,E_12_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,12,,,0,786478.4603,2293324.129,2/21/1997 0:00,E 12
639,E_12_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,12,Havahart,M,2,786340.6607,2293454.249,9/17/2007 0:00, 
706,E_12_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,12, , ,2,786371.1714,2293501.521,8/30/2010 0:00, 
760,E_12_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,12,havahart,medium,2,786494.6956,2293696.727,11/7/2013 0:00, 
573,E_13_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,13,,,0,786488.2537,2293362.24,2/21/1997 0:00,E 13
640,E_13_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,13,Havahart,M,2,786369.6412,2293503.87,9/17/2007 0:00, 
707,E_13_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,13, , ,2,786413.3328,2293565.164,8/30/2010 0:00, 
761,E_13_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,13,tomahawk,medium,1,786555.2946,2293777.909,11/7/2013 0:00, 
574,E_14_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,14,,,0,786505.1366,2293396.154,2/21/1997 0:00,E 14
641,E_14_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,14,Havahart,M,2,786410.7341,2293565.455,9/17/2007 0:00, 
708,E_14_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,14, , ,2,786442.6083,2293610.575,8/30/2010 0:00, 
762,E_14_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,14,tomahawk,medium,1,786607.67,2293871.786,11/7/2013 0:00, 
575,E_15_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,15,,,0,786606.9721,2293568.728,2/21/1997 0:00,E 15
642,E_15_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,15,Havahart,M,2,786440.826,2293613.445,9/17/2007 0:00, 
709,E_15_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,15, , ,2,786496.335,2293697.581,8/30/2010 0:00, 
763,E_15_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,15,havahart,medium,2,786643.669,2293925.919,11/7/2013 0:00, 
576,E_16_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,16,,,0,786622.99,2293586.929,2/21/1997 0:00,E 16
643,E_16_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,16,Havahart,M,2,786493.6689,2293698.408,9/17/2007 0:00, 
710,E_16_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,16, , ,2,786555.3663,2293777.961,8/30/2010 0:00, 
764,E_16_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,16,havahart,medium,2,786698.5651,2294006.7,11/7/2013 0:00, 
610,E_17_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,17,,,0,786646.5462,2293614.803,12/30/1899 0:00:00, 
644,E_17_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,17,Havahart,M,2,786533.8144,2293729.825,9/17/2007 0:00, 
711,E_17_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,17, , ,2,786592.1682,2293839.764,8/30/2010 0:00, 
765,E_17_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,17,havahart,medium,2,786738.4833,2294069.631,11/7/2013 0:00, 
577,E_18_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,18,,,0,786676.4486,2293650.134,2/21/1997 0:00,E 18
645,E_18_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,18,Havahart,M,2,786552.9955,2293778.552,9/17/2007 0:00, 
712,E_18_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,18, , ,2,786618.352,2293885.542,8/30/2010 0:00, 
766,E_18_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,18,havahart,medium,2,786787.73,2294147.999,11/7/2013 0:00, 
578,E_19_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,19,,,0,786694.3129,2293692.047,2/21/1997 0:00,E 19
646,E_19_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,19,Havahart,M,2,786588.6818,2293840.002,9/17/2007 0:00, 
713,E_19_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,19, , ,2,786644.0615,2293924.845,8/30/2010 0:00, 
767,E_19_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,19,havahart,medium,2,786832.4944,2294210.905,11/7/2013 0:00, 
562,E_2_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,2,,,0,786487.97,2292837.154,2/21/1997 0:00,E 2
629,E_2_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,2,Little Giant,M,1,786267.064,2292982.846,9/17/2007 0:00, 
696,E_2_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,2, , ,2,786270.225,2292982.581,8/30/2010 0:00, 
750,E_2_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,2,havahart,medium,2,786227.5607,2293005.953,11/7/2013 0:00, 
579,E_20_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,20,,,0,786712.7309,2293741.972,2/21/1997 0:00,E 20
647,E_20_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,20,Havahart,M,2,786617.0534,2293888.022,9/17/2007 0:00, 
714,E_20_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,20, , ,2,786700.6326,2294008.528,8/30/2010 0:00, 
768,E_20_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,20,havahart,medium,2,786883.8818,2294291.524,11/7/2013 0:00, 
611,E_21_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,21,,,0,786721.1059,2293792.154,12/30/1899 0:00:00, 
648,E_21_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,21,Havahart,M,2,786641.7972,2293926.319,9/17/2007 0:00, 
715,E_21_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,21, , ,2,786735.3698,2294065.879,8/30/2010 0:00, 
769,E_21_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,21,havahart,medium,2,786931.9639,2294364.383,11/7/2013 0:00, 
580,E_22_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,22,,,0,786743.2435,2293831.964,2/21/1997 0:00,E 22
649,E_22_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,22,Tomahawk,S/M,2,786676.7865,2293977.05,9/17/2007 0:00, 
716,E_22_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,22, , ,2,786760.6949,2294101.046,8/30/2010 0:00, 
770,E_22_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,22,little giant,large,1,786982.5877,2294457.8,11/7/2013 0:00, 
612,E_23_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,23,,,0,786758.4519,2293881.239,12/30/1899 0:00:00, 
650,E_23_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,23,Havahart,M,2,786699.634,2294010.116,9/17/2007 0:00, 
717,E_23_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,23, , ,2,786810.6217,2294176.103,8/30/2010 0:00, 
771,E_23_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,23,havahart,medium,2,787039.9554,2294518.423,11/7/2013 0:00, 
613,E_24_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,24,,,0,786784.5796,2293928.533,12/30/1899 0:00:00, 
651,E_24_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,24,Havahart,M,2,786734.386,2294066.31,9/17/2007 0:00, 
718,E_24_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,24, , ,2,786833.0842,2294208.034,8/30/2010 0:00, 
772,E_24_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,24,havahart,medium,2,787131.0197,2294559.694,11/7/2013 0:00, 
614,E_25_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,25,,,0,786821.2906,2293971.859,12/30/1899 0:00:00, 
652,E_25_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,25,Havahart,M,2,786758.1848,2294101.646,9/17/2007 0:00, 
719,E_25_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,25, , ,2,786877.0346,2294277.072,8/30/2010 0:00, 
773,E_25_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,25,tomahawk,large,1,787283.3489,2294609.866,11/7/2013 0:00, 
559,E_26_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,26,,,0,786844.806,2293999.105,7/1/1997 0:00,TRAP E 026
653,E_26_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,26,Havahart,M,2,786789.3673,2294147.73,9/17/2007 0:00, 
720,E_26_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,26, , ,2,786907.8552,2294323.672,8/30/2010 0:00, 
774,E_26_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,26,tomahawk,large,1,787324.1508,2294611.898,11/7/2013 0:00, 
560,E_27_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,27,,,0,786870.0869,2294036.196,7/1/1997 0:00,TRAP E 027
654,E_27_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,27,Havahart,M,2,786807.5941,2294176.829,9/17/2007 0:00, 
721,E_27_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,27, , ,2,786933.2798,2294363.26,8/30/2010 0:00, 
775,E_27_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,27,havahart,medium,2,787372.3917,2294665.273,11/7/2013 0:00, 
616,E_28_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,28,,,0,786901.9887,2294087.945,12/30/1899 0:00:00, 
655,E_28_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,28,Havahart,M,2,786831.5457,2294208.713,9/17/2007 0:00, 
722,E_28_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,28, , ,2,786952.9617,2294395.452,8/30/2010 0:00, 
776,E_28_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,28,little giant,medium,1,787432.5629,2294709.801,11/7/2013 0:00, 
615,E_29_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,29,,,0,786939.0304,2294134.578,12/30/1899 0:00:00, 
656,E_29_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,29,Havahart,M,2,786875.4885,2294276.689,9/17/2007 0:00, 
723,E_29_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,29, , ,2,786989.2558,2294453.735,8/30/2010 0:00, 
777,E_29_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,29,tomahawk,medium,1,787468.2856,2294743.206,11/7/2013 0:00, 
563,E_3_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,3,,,0,786509.0125,2292899.043,2/21/1997 0:00,E 3
630,E_3_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,3,Havahart,M,2,786221.2739,2293005.57,9/17/2007 0:00, 
697,E_3_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,3, , ,2,786225.3002,2293004.521,8/30/2010 0:00, 
751,E_3_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,3,tomahawk,large,1,786200.0903,2293041.765,11/7/2013 0:00, 
581,E_30_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,30,,,0,786973.5023,2294167.892,2/21/1997 0:00,E 30
657,E_30_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,30,Havahart,M,2,786906.1664,2294324.582,9/17/2007 0:00, 
724,E_30_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,30, , ,2,787020.2329,2294498.442,8/30/2010 0:00, 
778,E_30_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,30,tomahawk,large,1,787527.4611,2294801.551,11/7/2013 0:00, 
582,E_31_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,31,,,0,787011.9776,2294196.735,2/21/1997 0:00,E 31
658,E_31_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,31,Havahart,M,2,786932.1711,2294363.829,9/17/2007 0:00, 
725,E_31_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,31, , ,2,787054.4211,2294520.33,8/30/2010 0:00, 
779,E_31_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,31,havahart,medium,2,787565.2876,2294839.725,11/7/2013 0:00, 
583,E_32_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,32,,,0,787048.859,2294235.097,2/21/1997 0:00,E 32
659,E_32_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,32,Havahart,M,2,786953.2652,2294396.568,9/17/2007 0:00, 
726,E_32_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,32, , ,2,787130.4197,2294557.202,8/30/2010 0:00, 
780,E_32_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,32,little giant,medium,1,787582.0824,2294884.919,11/7/2013 0:00, 
584,E_33_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,33,,,0,787092.897,2294264.797,2/21/1997 0:00,E 33
660,E_33_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,33,Little Giant,M,2,786986.9765,2294454.832,9/17/2007 0:00, 
727,E_33_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,33, , ,2,787173.009,2294570.67,8/30/2010 0:00, 
781,E_33_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,33,havahart,medium,2,787639.8633,2294925.559,11/7/2013 0:00, 
617,E_34_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,34,,,0,787130.8537,2294295.313,12/30/1899 0:00:00, 
661,E_34_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,34,Havahart,M,2,787019.7158,2294498.788,9/17/2007 0:00, 
728,E_34_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,34, , ,2,787284.9945,2294609.333,8/30/2010 0:00, 
782,E_34_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,34,tomahawk,medium,1,787692.8071,2294981.386,11/7/2013 0:00, 
585,E_35_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,35,,,0,787180.1924,2294324.546,2/21/1997 0:00,E 35
662,E_35_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,35,Havahart,M,2,787054.8929,2294520.406,9/17/2007 0:00, 
729,E_35_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,35, , ,2,787327.9021,2294611.109,8/30/2010 0:00, 
783,E_35_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,35,tomahawk,large,1,787726.7278,2295069.148,11/7/2013 0:00, 
586,E_36_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,36,,,0,787235.642,2294349.033,2/21/1997 0:00,E 36
663,E_36_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,36,Havahart,M,2,787084.3873,2294536.331,9/17/2007 0:00, 
730,E_36_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,36, , ,2,787375.2853,2294666.124,8/30/2010 0:00, 
784,E_36_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,36,little giant,medium,1,787735.7524,2295156.633,11/7/2013 0:00, 
587,E_37_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,37,,,0,787281.4158,2294376.109,2/21/1997 0:00,E 37
664,E_37_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,37,Havahart,M,2,787128.7542,2294558.361,9/17/2007 0:00, 
731,E_37_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,37, , ,2,787410.6882,2294683.231,8/30/2010 0:00, 
785,E_37_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,37,havahart,medium,2,787774.0425,2295223.962,11/7/2013 0:00, 
588,E_38_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,38,,,0,787312.4267,2294395.709,2/21/1997 0:00,E 38
665,E_38_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,38,Havahart,M,2,787172.746,2294573.102,9/17/2007 0:00, 
732,E_38_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,38, , ,2,787449.4717,2294727.633,8/30/2010 0:00, 
786,E_38_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,38,tomahawk,medium,1,787812.1337,2295267.113,11/7/2013 0:00, 
618,E_39_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,39,,,0,787333.5911,2294431.904,12/30/1899 0:00:00, 
666,E_39_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,39,Havahart,M,2,787219.2391,2294591.11,9/17/2007 0:00, 
733,E_39_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,39, , ,2,787493.9626,2294769.584,8/30/2010 0:00, 
787,E_39_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,39,havahart,medium,2,787871.7353,2295302.462,11/7/2013 0:00, 
564,E_4_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,4,,,0,786486.0681,2292945.855,2/21/1997 0:00,E 4
631,E_4_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,4,Little Giant,M,1,786200.9098,2293039.971,9/17/2007 0:00, 
698,E_4_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,4, , ,2,786201.6071,2293043.163,8/30/2010 0:00, 
752,E_4_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,4,tomahawk,large,1,786134.144,2293125.839,11/7/2013 0:00, 
589,E_40_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,40,,,0,787353.2543,2294452.653,2/21/1997 0:00,E 40
667,E_40_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,40,Havahart,M,2,787243.2844,2294596.416,9/17/2007 0:00, 
734,E_40_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,40, , ,2,787538.2085,2294813.165,8/30/2010 0:00, 
788,E_40_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,40,havahart,medium,2,787895.1353,2295343.568,11/7/2013 0:00, 
590,E_41_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,41,,,0,787370.0851,2294468.048,2/21/1997 0:00,E 41
668,E_41_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,41,Havahart,M,2,787284.8004,2294611.315,9/17/2007 0:00, 
735,E_41_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,41, , ,2,787566.0333,2294843.414,8/30/2010 0:00, 
789,E_41_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,41,havahart,medium,2,787900.1286,2295377.18,11/7/2013 0:00, 
591,E_42_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,42,,,0,787403.4092,2294491.224,2/21/1997 0:00,E 42
669,E_42_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,42,Havahart,M,2,787325.5456,2294613,9/17/2007 0:00, 
736,E_42_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,42, , ,2,787584.7156,2294884.73,8/30/2010 0:00, 
790,E_42_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,42,tomahawk,large,1,788089.9954,2295633.636,11/7/2013 0:00, 
619,E_43_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,43,,,0,787445.7085,2294532.446,12/30/1899 0:00:00, 
670,E_43_2,2,E_Traps_7-20-07_to_6-25-2009,2007,7,20,2009,6,25,E,43,Havahart,M,2,787343.9746,2294634.711,9/17/2007 0:00, 
737,E_43_3,3,E_Traps_6-25-2009_to_11-7-2013,2009,6,25,2013,11,7,E,43, , ,2,787642.6772,2294927.99,8/30/2010 0:00, 
791,E_43_4,4,E_Traps_11-7-2013_to_pres,2013,11,7,NA,NA,NA,E,43,tomahawk,medium,1,788139.6656,2295689.937,11/7/2013 0:00, 
592,E_44_1,1,E_Traps_1988_to_7-20-2007,1988,1,1,2007,7,20,E,44,,,0,787476.1635,2294552.87,2/21/1997 0:00,E 44
