Trapline,TrapNum,Year,Month,Day,predCaught,birdCaught,otherCaught,NumCaught,Sex,Age,Condition,Disposition,TrapStatus,BaitStatus,BaitPrev,BaitSet,Observer,Recorder,Comments,dateStr,date,trap,catchID,duplicate
E,50,2009,7,13,,,,0,,,NA,NA,C,N,,DO,LH,DFD,,20090713,40007,E50,20090713_E50,8
B,43,2009,7,27,RR,,,1,,,4,NA,C,N,,DO,JB,JB,,20090727,40021,B43,20090727_B43,2
B,43,2009,7,27,,,,0,,,NA,NA,O,N,,DO,JB,JB,,20090727,40021,B43,20090727_B43,11
F,64,2009,8,3,,,,0,,,NA,NA,C,Y,,DO,"JB,DFD",DFD,,20090803,40028,F64,20090803_F64,2
F,64,2009,8,3,,,,0,,,NA,NA,O,N,,DO,"JB,DFD",DFD,,20090803,40028,F64,20090803_F64,10
E,5,2009,8,13,,,,0,,,NA,NA,O,N,,DO,DFD,DFD,,20090813,40038,E5,20090813_E5,2
E,5,2009,8,13,RR,,,1,M,Adult,2,NA,C,N,,DO,DFD,DFD,,20090813,40038,E5,20090813_E5,11
B,36,2009,8,13,,,,0,,,NA,NA,O,N,,DO,JB,JB,,20090813,40038,B36,20090813_B36,2
B,36,2009,8,13,,,,0,,,NA,NA,C,N,,DO,JB,JB,,20090813,40038,B36,20090813_B36,8
B,71,2009,8,13,,,,0,,,NA,NA,O,N,,DO,JB,JB,,20090813,40038,B71,20090813_B71,2
B,71,2009,8,13,RR,,,1,,,5,NA,C,N,,DO,JB,JB,,20090813,40038,B71,20090813_B71,11
E,16,2009,8,18,,,,0,,,NA,NA,O,N,,DO,DFD,DFD,,20090818,40043,E16,20090818_E16,2
E,16,2009,8,18,,,,0,,,NA,NA,C,N,,DO,DFD,DFD,,20090818,40043,E16,20090818_E16,8
G,23,2009,8,20,,,,0,,,NA,NA,O,N,,LL,RK,ALF,,20090820,40045,G23,20090820_G23,2
G,23,2009,8,20,,,,0,,,NA,NA,C,N,,LL,RK,ALF,trap needs to be replaced,20090820,40045,G23,20090820_G23,8
HAL,1,2009,8,28,,,,0,,,NA,NA,C,N,,DO,DFD,JB,,20090828,40053,HAL1,20090828_HAL1,2
HAL,1,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL1,20090828_HAL1,8
HAL,1,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL1,20090828_HAL1,2
HAL,1,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL1,20090828_HAL1,7
HAL,2,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL2,20090828_HAL2,2
HAL,2,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL2,20090828_HAL2,7
HAL,3,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL3,20090828_HAL3,2
HAL,3,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL3,20090828_HAL3,7
HAL,4,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL4,20090828_HAL4,2
HAL,4,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL4,20090828_HAL4,7
HAL,6,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL6,20090828_HAL6,2
HAL,6,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL6,20090828_HAL6,7
HAL,7,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL7,20090828_HAL7,2
HAL,7,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL7,20090828_HAL7,7
HAL,8,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL8,20090828_HAL8,2
HAL,8,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL8,20090828_HAL8,7
HAL,9,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL9,20090828_HAL9,2
HAL,9,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL9,20090828_HAL9,7
HAL,10,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL10,20090828_HAL10,2
HAL,10,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL10,20090828_HAL10,7
HAL,11,2009,8,28,,,,0,,,NA,NA,O,N,,C,"PF, DFD",RK,,20090828,40053,HAL11,20090828_HAL11,2
HAL,11,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL11,20090828_HAL11,7
HAL,12,2009,8,28,,,,0,,,NA,NA,O,Y,,C,"PF, DFD",RK,,20090828,40053,HAL12,20090828_HAL12,2
HAL,12,2009,8,28,,,,0,,,NA,NA,O,N,,DO,"DFD, PF",RK,,20090828,40053,HAL12,20090828_HAL12,7
G,26,2009,9,2,,,,0,,,NA,NA,O,N,,DO,,ALF,,20090902,40058,G26,20090902_G26,2
G,26,2009,9,2,,,,0,,,NA,NA,C,N,,DO,,ALF,,20090902,40058,G26,20090902_G26,8
B,67,2009,9,11,,,,0,,,NA,NA,O,N,,DO,JB,JB,,20090911,40067,B67,20090911_B67,2
B,67,2009,9,11,,,,0,,,NA,NA,O,Y,,DO,JB,JB,,20090911,40067,B67,20090911_B67,9
A,20,2009,9,28,,,,0,,,NA,NA,O,N,,DO,DFD,JB,,20090928,40084,A20,20090928_A20,2
A,20,2009,9,28,,,,0,,,NA,NA,C,N,,DO,DFD,JB,,20090928,40084,A20,20090928_A20,8
E,42,2009,9,28,,,,0,,,NA,NA,O,N,,DO,PF,ES,Last lunch LIT.,20090928,40084,E42,20090928_E42,2
E,42,2009,9,28,,,,0,,,NA,NA,O,Y,,DO,PF,ES,Last lunch LIT.,20090928,40084,E42,20090928_E42,9
B,55,2009,9,30,,,,0,,,NA,NA,O,N,,DO,DFD,JB,,20090930,40086,B55,20090930_B55,2
B,55,2009,9,30,RR,,,1,,,5,NA,C,N,,DO,DFD,JB,,20090930,40086,B55,20090930_B55,11
B,77,2009,9,30,,,,0,,,NA,NA,O,N,,DO,DFD,JB,,20090930,40086,B77,20090930_B77,2
B,77,2009,9,30,,,,0,,,NA,NA,C,N,,DO,DFD,JB,,20090930,40086,B77,20090930_B77,8
E,28,2009,10,5,,,,0,,,NA,NA,O,N,,DO,DFD,ES,,20091005,40091,E28,20091005_E28,2
E,28,2009,10,5,,,,0,,,NA,NA,C,N,,DO,DFD,ES,,20091005,40091,E28,20091005_E28,8
B,67,2009,10,13,,,,0,,,NA,NA,O,N,,DO,JB,JB,,20091013,40099,B67,20091013_B67,2
B,67,2009,10,13,RR,,,1,M,Adult,3,NA,C,N,,DO,JB,JB,,20091013,40099,B67,20091013_B67,11
E,25,2009,10,19,MM,,,1,,,3,NA,C,N,,CD,JB,ES,,20091019,40105,E25,20091019_E25,2
E,25,2009,10,19,RR,,,1,M,Sub-Adult,3,NA,C,N,,CD,JB,ES,,20091019,40105,E25,20091019_E25,12
B,43,2009,10,27,RR,,,1,M,Adult,3,NA,C,N,,DO,DFD,ALF,,20091027,40113,B43,20091027_B43,2
B,43,2009,10,27,,,,0,,,NA,NA,O,N,,DO,DFD,ALF,,20091027,40113,B43,20091027_B43,11
E,8,2009,11,2,,,,0,,,NA,NA,O,N,,CD,RK,ES,,20091102,40119,E8,20091102_E8,2
E,8,2009,11,2,,,,0,,,NA,NA,O,Y,,CD,RK,ES,,20091102,40119,E8,20091102_E8,9
HAL,9,2009,11,6,,,,0,,,NA,NA,O,N,,C,"JB, PF",RK,,20091106,40123,HAL9,20091106_HAL9,2
HAL,9,2009,11,6,,,,0,,,NA,NA,C,N,,C,"JB, PF",RK,,20091106,40123,HAL9,20091106_HAL9,8
E,8,2009,11,9,,,,0,,,NA,NA,C,N,,DO,"JB, DFD",ES,,20091109,40126,E8,20091109_E8,2
E,8,2009,11,9,,,,0,,,NA,NA,O,N,,DO,"JB, DFD",ES,,20091109,40126,E8,20091109_E8,8
E,36,2009,11,9,,,,0,,,NA,NA,O,N,,DO,"JB, DFD",ES,,20091109,40126,E36,20091109_E36,2
E,36,2009,11,9,,,,0,,,NA,NA,C,N,,DO,"JB, DFD",ES,,20091109,40126,E36,20091109_E36,8
PAL,16,2009,12,10,,,,0,,,NA,NA,O,N,,None,DFD,ALF,Closed traps,20091210,40157,PAL16,20091210_PAL16,2
PAL,16,2009,12,10,,,,0,,,NA,NA,C,N,,None,DFD,ALF,Closed traps,20091210,40157,PAL16,20091210_PAL16,8
A,15,2009,12,16,,,,0,,,NA,NA,O,N,,DO,,ALF,,20091216,40163,A15,20091216_A15,2
A,15,2009,12,16,,,,0,,,NA,NA,C,N,,DO,,ALF,,20091216,40163,A15,20091216_A15,8
B,21,2009,12,29,,,,0,,,NA,NA,C,Y,,DO,"PF,ES",DFD,,20091229,40176,B21,20091229_B21,2
B,21,2009,12,29,,,,0,,,NA,NA,O,N,,DO,"PF, ES",RK,,20091229,40176,B21,20091229_B21,10
E,11,2010,2,19,,,,0,,,NA,NA,C,Y,,NONE,ALF,ES,Checked all traps.  Reset.,20100219,40228,E11,20100219_E11,2
E,11,2010,2,19,,,,0,,,NA,NA,O,Y,,NONE,ALF,ES,Checked all traps.,20100219,40228,E11,20100219_E11,8
F,70,2010,4,7,,,,NA,,,NA,NA,O,N,,NONE,CB,LH,"checked, not rebaited",20100407,40275,F70,20100407_F70,2
F,70,2010,4,7,,,,NA,,,NA,NA,C,N,,NONE,CB,LH,"checked, not rebaited",20100407,40275,F70,20100407_F70,8
B,1,2010,5,5,,,,0,,,NA,NA,C,N,,DO,"DFD, AW",JM,Opened,20100505,40303,B1,20100505_B1,2
B,1,2010,5,5,RR,,,1,M,Sub-Adult,3,NA,C,N,,DO,DFD,JM,,20100505,40303,B1,20100505_B1,11
B,39,2010,6,25,,,,NA,,,NA,NA,O,Y,,LL,AW,LH,,20100625,40354,B39,20100625_B39,2
B,39,2010,6,25,,,,NA,,,NA,NA,O,N,,CD,"LH, DB",RK,,20100625,40354,B39,20100625_B39,9
F,40,2010,6,25,,,,0,,,NA,NA,C,N,,LL,LH,DNB,,20100625,40354,F40,20100625_F40,2
F,40,2010,6,25,,,,NA,,,NA,NA,C,N,,LL,DNB,RK,,20100625,40354,F40,20100625_F40,7
E,3,2010,7,6,,,,NA,,,NA,NA,O,N,,DO,AKW,DF,,20100706,40365,E3,20100706_E3,2
E,3,2010,7,6,,,,NA,,,NA,NA,C,N,,DO,AKW,DF,,20100706,40365,E3,20100706_E3,8
HAL,11,2010,7,23,,,,NA,,,NA,NA,O,N,,OTHE,"DF, JW",LH,Bait is chili,20100723,40382,HAL11,20100723_HAL11,2
HAL,11,2010,7,23,,,,NA,,,NA,NA,O,Y,,OTHE,"DB, RK",LH,Bait is chili,20100723,40382,HAL11,20100723_HAL11,9
F,56,2010,8,2,,,,NA,,,NA,NA,O,N,,LL,LH,LH,,20100802,40392,F56,20100802_F56,2
F,56,2010,8,2,,,,NA,,,NA,NA,C,N,,LL,LH,LH,,20100802,40392,F56,20100802_F56,8
HAL,7,2010,8,6,,,,NA,,,NA,NA,O,N,,C,"LH, AW",LH,,20100806,40396,HAL7,20100806_HAL7,2
HAL,7,2010,8,6,,,,NA,,,NA,NA,C,N,,C,"LH, AW",LH,,20100806,40396,HAL7,20100806_HAL7,8
E,16,2010,8,12,,,,NA,,,NA,NA,O,N,,NR,AW,RK,,20100812,40402,E16,20100812_E16,2
E,16,2010,8,12,,,,NA,,,NA,NA,C,N,,NR,AW,RK,,20100812,40402,E16,20100812_E16,8
F,69,2010,9,13,,,,NA,,,NA,NA,O,N,,LL,DFD,LH,,20100913,40434,F69,20100913_F69,2
F,69,2010,9,13,,,,NA,,,NA,NA,C,N,,LL,DFD,LH,,20100913,40434,F69,20100913_F69,8
F,22,2010,10,1,,,,NA,,,NA,NA,O,Y,,LL,LH,LH,,20101001,40452,F22,20101001_F22,2
F,22,2010,10,1,RR,,,1,,Adult,3,NA,C,N,,LL,LH,LH,,20101001,40452,F22,20101001_F22,11
F,6,2010,10,14,,,,NA,,,NA,NA,O,N,,DO,DFD,LH,,20101014,40465,F6,20101014_F6,2
F,6,2010,10,14,,,,NA,,,NA,NA,C,N,,DO,DFD,LH,,20101014,40465,F6,20101014_F6,8
F,64,2010,10,19,,,,NA,,,NA,NA,O,Y,,CD,HA,JW,,20101019,40470,F64,20101019_F64,2
F,64,2010,10,19,,,,NA,,,NA,NA,C,N,,CD,HA,JW,,20101019,40470,F64,20101019_F64,10
F,66,2010,10,19,,,,NA,,,NA,NA,O,N,,CD,HA,JW,,20101019,40470,F66,20101019_F66,2
F,66,2010,10,19,,,,NA,,,NA,NA,C,N,,CD,HA,JW,,20101019,40470,F66,20101019_F66,8
F,4,2010,11,2,,,,NA,,,NA,NA,O,N,,DO,DB,JW,,20101102,40484,F4,20101102_F4,2
F,4,2010,11,2,,,,NA,,,NA,NA,C,N,,DO,DB,JW,,20101102,40484,F4,20101102_F4,8
H,5,2010,11,10,,,,NA,,,NA,NA,C,Y,,LL,PF,HA,,20101110,40492,H5,20101110_H5,2
H,5,2010,11,10,,,,NA,,,NA,NA,O,Y,,LL,PF,HA,,20101110,40492,H5,20101110_H5,8
F,64,2010,12,20,,,,NA,,,NA,NA,O,N,,LL,HA,LH,,20101220,40532,F64,20101220_F64,2
F,64,2010,12,20,RR,,,1,,Adult,3,NA,C,N,,LL,HA,LH,,20101220,40532,F64,20101220_F64,11
A,10,2011,1,3,,,,NA,,,NA,NA,O,N,,DO,LH,LH,,20110103,40546,A10,20110103_A10,2
A,10,2011,1,3,,,,NA,,,NA,NA,O,Y,,DO,LH,LH,,20110103,40546,A10,20110103_A10,9
C,6,2011,1,14,,,,NA,,,NA,NA,O,Y,,LL,LH,LH,,20110114,40557,C6,20110114_C6,2
C,6,2011,1,14,,,,NA,,,NA,NA,O,N,,LL,LH,LH,Needs a bait can,20110114,40557,C6,20110114_C6,9
C,2,2011,1,20,,,,NA,,,NA,NA,O,Y,,CD,"DB,HA",LH,Put goose guard on,20110120,40563,C2,20110120_C2,2
C,2,2011,1,20,,,,NA,,,NA,NA,O,N,,CD,"DB, HA",RK,Put on goose guard,20110120,40563,C2,20110120_C2,9
B,60,2011,1,21,,,,NA,,,NA,NA,O,N,,CD,DB,LH,,20110121,40564,B60,20110121_B60,2
B,60,2011,1,21,RR,,,1,M,Adult,3,NA,C,N,,CD,DB,LH,,20110121,40564,B60,20110121_B60,11
C,22,2011,1,25,,,,NA,,,NA,NA,O,N,,DO,LH,LH,,20110125,40568,C22,20110125_C22,2
C,22,2011,1,25,,,,NA,,,NA,NA,O,Y,,DO,LH,LH,,20110125,40568,C22,20110125_C22,9
B,41,2011,1,27,,,,NA,,,NA,NA,O,N,,DO,HA,LH,,20110127,40570,B41,20110127_B41,2
B,41,2011,1,27,,,,NA,,,NA,NA,C,N,,DO,HA,LH,,20110127,40570,B41,20110127_B41,8
F,43,2011,2,8,,,,NA,,,NA,NA,O,N,,CD,HA,DME,,20110208,40582,F43,20110208_F43,2
F,43,2011,2,8,,,,NA,,,NA,NA,O,Y,,CD,HA,DME,LL,20110208,40582,F43,20110208_F43,9
E,35,2011,2,23,,,,0,,,NA,NA,O,N,,LL,"LH,DME",DB,,20110223,40597,E35,20110223_E35,2
E,35,2011,2,23,,,,0,,,NA,NA,O,Y,,LL,"LH,DME",DB,,20110223,40597,E35,20110223_E35,9
E,46,2011,2,23,,,,0,,,NA,NA,O,Y,,LL,"LH,DME",DB,,20110223,40597,E46,20110223_E46,2
E,46,2011,2,23,,,,0,,,NA,NA,C,N,,LL,"LH,DME",DB,,20110223,40597,E46,20110223_E46,10
E,49,2011,2,23,,,,0,,,NA,NA,O,Y,,LL,"LH,DME",DB,,20110223,40597,E49,20110223_E49,2
E,49,2011,2,23,,,,0,,,NA,NA,C,N,,LL,"LH,DME",DB,,20110223,40597,E49,20110223_E49,10
F,16,2011,2,25,,,,NA,,,NA,NA,O,N,,LL,DME/PF,DME,,20110225,40599,F16,20110225_F16,2
F,16,2011,2,25,,,,NA,,,NA,NA,O,Y,,LL,DME/PF,DME,,20110225,40599,F16,20110225_F16,9
B,47,2011,2,25,,,,NA,,,NA,NA,O,N,,LL,HA,DME,,20110225,40599,B47,20110225_B47,2
B,47,2011,2,25,RR,,,1,,Adult,4,NA,C,N,,LL,HA,DME,,20110225,40599,B47,20110225_B47,11
E,43,2011,2,28,,,,0,,,NA,NA,O,N,,CD,HA,DB,,20110228,40602,E43,20110228_E43,2
E,43,2011,2,28,RR,,,1,UNK,Adult,2,NA,C,N,,CD,HA,DB,,20110228,40602,E43,20110228_E43,11
B,3,2011,3,1,,,,NA,,,NA,NA,O,N,,CD,DME/PF,DME,,20110301,40603,B3,20110301_B3,2
B,3,2011,3,1,,,,NA,,,NA,NA,O,Y,,CD,DME/PF,DME,LL,20110301,40603,B3,20110301_B3,9
C,9,2011,3,7,,,,NA,,,NA,NA,C,Y,,DO,HA,LH,,20110307,40609,C9,20110307_C9,2
C,9,2011,3,7,,,,NA,,,NA,NA,O,Y,,DO,HA,LH,,20110307,40609,C9,20110307_C9,8
B,41,2011,3,8,,,,NA,,,NA,NA,O,Y,,DO,DB,DME,,20110308,40610,B41,20110308_B41,2
B,41,2011,3,8,RR,,,1,,Adult,3,NA,C,Y,,DO,DB,DME,,20110308,40610,B41,20110308_B41,11
B,44,2011,3,23,,,,NA,,,NA,NA,O,N,,CD/O,HA,DME,,20110323,40625,B44,20110323_B44,2
B,44,2011,3,23,,,,NA,,,NA,NA,C,Y,,CD/O,HA,DME,,20110323,40625,B44,20110323_B44,10
B,51,2011,3,23,,,,NA,,,NA,NA,O,Y,,CD/O,HA,DME,LL,20110323,40625,B51,20110323_B51,2
B,51,2011,3,23,RR,,,1,,Adult,2,NA,C,N,,CD/O,HA,DME,,20110323,40625,B51,20110323_B51,11
F,39,2011,3,25,,,,NA,,,NA,NA,O,N,,CD,DME,HA,,20110325,40627,F39,20110325_F39,2
F,39,2011,3,25,,,,NA,,,NA,NA,M,N,,CD,DME,HA,,20110325,40627,F39,20110325_F39,8
B,61,2011,3,29,,,,NA,,,NA,NA,O,Y,,DO,LH,DME,,20110329,40631,B61,20110329_B61,2
B,61,2011,3,29,RR,,,1,M,Adult,2,NA,C,N,,DO,LH,DME,,20110329,40631,B61,20110329_B61,11
C,14,2011,4,5,,,,NA,,,NA,NA,O,N,,NONE,DME,LH,Closed all traps,20110405,40638,C14,20110405_C14,2
C,14,2011,4,5,,,,NA,,,NA,NA,C,N,,NONE,DME,LH,Closed all traps,20110405,40638,C14,20110405_C14,8
HAL,3,2011,4,8,,,,NA,,,NA,NA,O,N,,NONE,"RK,DB",DME,,20110408,40641,HAL3,20110408_HAL3,2
HAL,3,2011,4,8,,,,NA,,,NA,NA,C,N,,NONE,"RK,DB",DME,1RR-1 LIT,20110408,40641,HAL3,20110408_HAL3,8
B,47,2011,4,26,RR,,,1,,Adult,5,NA,C,N,,DO,HA,DME,,20110426,40659,B47,20110426_B47,2
B,47,2011,4,26,,,,NA,,,NA,NA,O,N,,DO,HA,DME,,20110426,40659,B47,20110426_B47,11
F,48,2011,4,26,,,,NA,,,NA,NA,O,N,,DO,LH,HA,,20110426,40659,F48,20110426_F48,2
F,48,2011,4,26,RR,,,1,,Adult,3,NA,C,N,,DO,LH,HA,,20110426,40659,F48,20110426_F48,11
F,22,2011,5,11,,,,NA,,,NA,NA,O,N,,CD,JY JM RK,HA,,20110511,40674,F22,20110511_F22,2
F,22,2011,5,11,,,,NA,,,NA,NA,C,N,,CD,JY JM RK,HA,,20110511,40674,F22,20110511_F22,8
H,12,2011,5,23,,,,NA,,,NA,NA,O,N,,LL,JM,DME,,20110523,40686,H12,20110523_H12,2
H,12,2011,5,23,RR,,,1,,,2,NA,C,N,,LL,JM,DME,,20110523,40686,H12,20110523_H12,11
E,26,2011,5,25,,,,NA,,,NA,NA,O,Y,,NR,JM,DME,,20110525,40688,E26,20110525_E26,2
E,26,2011,5,25,,,,NA,,,NA,NA,C,Y,,NR,JM,DME,,20110525,40688,E26,20110525_E26,8
E,43,2011,5,25,,,,NA,,,NA,NA,O,N,,NR,JM,DME,,20110525,40688,E43,20110525_E43,2
E,43,2011,5,25,,,,NA,,,NA,NA,C,N,,NR,JM,DME,,20110525,40688,E43,20110525_E43,8
F,49,2011,6,7,,,,NA,,,NA,NA,O,Y,,DO,"DF,DB",DME,,20110607,40701,F49,20110607_F49,2
F,49,2011,6,7,,,,NA,,,NA,NA,O,N,,DO,"DF,DB",DME,,20110607,40701,F49,20110607_F49,9
F,25,2011,6,14,,,,NA,,,NA,NA,C,Y,,LL,JM LH,HA,,20110614,40708,F25,20110614_F25,2
F,25,2011,6,14,,,,NA,,,NA,NA,O,Y,,LL,JM LH,HA,,20110614,40708,F25,20110614_F25,8
B,36,2011,6,14,,,,NA,,,NA,NA,O,Y,,LL,"JM, DF",DME,,20110614,40708,B36,20110614_B36,2
B,36,2011,6,14,RR,,,1,,Adult,3,NA,C,N,,LL,"JM, DF",DME,,20110614,40708,B36,20110614_B36,11
F,32,2011,6,20,,,,NA,,,NA,NA,O,Y,,CD,DF,HA,,20110620,40714,F32,20110620_F32,2
F,32,2011,6,20,,,,NA,,,NA,NA,C,N,,CD,DF,HA,,20110620,40714,F32,20110620_F32,10
E,14,2011,6,27,,,,NA,,,NA,NA,O,Y,,DO,DF,DME,,20110627,40721,E14,20110627_E14,2
E,14,2011,6,27,,,,NA,,,NA,NA,C,Y,,DO,DF,DME,,20110627,40721,E14,20110627_E14,8
E,21,2011,6,27,,,,NA,,,NA,NA,O,Y,,DO,DF,DME,,20110627,40721,E21,20110627_E21,2
E,21,2011,6,27,RR,,,1,,Adult,3,NA,C,N,,DO,DF,DME,,20110627,40721,E21,20110627_E21,11
E,22,2011,6,27,,,,NA,,,NA,NA,O,Y,,DO,DF,DME,,20110627,40721,E22,20110627_E22,2
E,22,2011,6,27,RR,,,1,,Adult,3,NA,C,N,,DO,DF,DME,,20110627,40721,E22,20110627_E22,11
B,24,2011,6,27,,,,NA,,,NA,NA,O,N,,DO,JY/JM,DME,,20110627,40721,B24,20110627_B24,2
B,24,2011,6,27,RR,,,1,M,Adult,2,NA,C,N,,DO,JY/JM,DME,,20110627,40721,B24,20110627_B24,11
PAL,6,2011,6,28,,,,NA,,,NA,NA,O,Y,,C,JM,DME,,20110628,40722,PAL6,20110628_PAL6,2
PAL,6,2011,6,28,,,,NA,,,NA,NA,O,N,,CANN,"DB,JT",DME,,20110628,40722,PAL6,20110628_PAL6,9
PAL,7,2011,6,28,,,,NA,,,NA,NA,O,Y,,C,JM,DME,,20110628,40722,PAL7,20110628_PAL7,2
PAL,7,2011,6,28,,,,NA,,,NA,NA,O,N,,CANN,"DB,JT",DME,,20110628,40722,PAL7,20110628_PAL7,9
E,18,2011,7,6,,,,NA,,,NA,NA,O,Y,,LL,DF,DME,,20110706,40730,E18,20110706_E18,2
E,18,2011,7,6,RR,,,1,,Adult,3,NA,C,N,,LL,DF,DME,,20110706,40730,E18,20110706_E18,11
C,24,2011,7,6,,,,NA,,,NA,NA,O,N,,LL,DF,LH,,20110706,40730,C24,20110706_C24,2
C,24,2011,7,6,,,,NA,,,NA,NA,C,N,,LL,DF,LH,,20110706,40730,C24,20110706_C24,8
F,63,2011,7,13,,,,NA,,,NA,NA,O,Y,,CD,DME,HA,,20110713,40737,F63,20110713_F63,2
F,63,2011,7,13,,,,NA,,,NA,NA,C,N,,CD,DME,HA,,20110713,40737,F63,20110713_F63,10
PAL,4,2011,7,14,,,,NA,,,NA,NA,O,N,,CD,"LH,DB,DF",DME,,20110714,40738,PAL4,20110714_PAL4,2
PAL,4,2011,7,14,,,,NA,,,NA,NA,O,Y,,CD,"LH,DB,DF",DME,,20110714,40738,PAL4,20110714_PAL4,9
E,30,2011,7,18,,,,NA,,,NA,NA,O,Y,,DO,JM,DME,,20110718,40742,E30,20110718_E30,2
E,30,2011,7,18,RR,,,1,M,Juvenile,2,NA,C,N,,DO,JM,DME,,20110718,40742,E30,20110718_E30,11
B,36,2011,7,19,,,,NA,,,NA,NA,O,Y,,DO,DME,DME,,20110719,40743,B36,20110719_B36,2
B,36,2011,7,19,RR,,,1,M,Adult,2,NA,C,N,,DO,DME,DME,,20110719,40743,B36,20110719_B36,11
B,61,2011,7,19,,,,NA,,,NA,NA,C,Y,,DO,DME,DME,,20110719,40743,B61,20110719_B61,2
B,61,2011,7,19,,,,NA,,,NA,NA,C,N,,DO,DME,DME,,20110719,40743,B61,20110719_B61,9
D,13,2011,7,26,,,,NA,,,NA,NA,O,Y,,LL,"RK,Tani Kaholoaa",DME,,20110726,40750,D13,20110726_D13,2
D,13,2011,7,26,,,,NA,,,NA,NA,O,N,,LL,"RK,Tani Kaholoaa",DME,,20110726,40750,D13,20110726_D13,9
H,6,2011,8,8,,,,NA,,,NA,NA,O,Y,,DO,DF,DME,,20110808,40763,H6,20110808_H6,2
H,6,2011,8,8,RR,,,1,M,Adult,2,NA,C,N,,DO,DF,DME,,20110808,40763,H6,20110808_H6,11
D,14,2011,8,8,,,,NA,,,NA,NA,C,Y,,DO,DF,DME,,20110808,40763,D14,20110808_D14,2
D,14,2011,8,8,,,,NA,,,NA,NA,C,N,,DO,DF,DME,,20110808,40763,D14,20110808_D14,9
E,30,2011,8,8,,,,NA,,,NA,NA,O,N,,DO+ fish oil,HA,DME,,20110808,40763,E30,20110808_E30,2
E,30,2011,8,8,,,,NA,,,NA,NA,C,Y,,DO+ fish oil,HA,DME,,20110808,40763,E30,20110808_E30,10
F,14,2011,8,9,,,,NA,,,NA,NA,O,N,,CD,JY,HA,,20110809,40764,F14,20110809_F14,2
F,14,2011,8,9,,,,NA,,,NA,NA,O,Y,,CD,JY,HA,,20110809,40764,F14,20110809_F14,9
F,71,2011,8,9,,,,NA,,,NA,NA,O,N,,CD,JY,HA,,20110809,40764,F71,20110809_F71,2
F,71,2011,8,9,,,,NA,,,NA,NA,C,N,,CD,JY,HA,,20110809,40764,F71,20110809_F71,8
B,47,2011,8,24,RR,,,1,,,5,NA,C,N,,CD,DME,DME,,20110824,40779,B47,20110824_B47,2
B,47,2011,8,24,,,,NA,,,NA,NA,O,Y,,CD,DME,DME,,20110824,40779,B47,20110824_B47,11
E,15,2011,9,6,,,,NA,,,NA,NA,O,N,,CD,JY,RK,,20110906,40792,E15,20110906_E15,2
E,15,2011,9,6,,CHUK,,1,,Sub-Adult,2,NA,C,N,,CD,JY,RK,,20110906,40792,E15,20110906_E15,11
E,36,2011,9,12,,,,NA,,,NA,NA,O,N,,DO,JY,RK,,20110912,40798,E36,20110912_E36,2
E,36,2011,9,12,RR,,,1,F,Sub-Adult,2,NA,C,N,,DO,JY,RK,,20110912,40798,E36,20110912_E36,11
E,17,2011,9,23,,,,NA,,,NA,NA,C,Y,,DO,JY,TA,,20110923,40809,E17,20110923_E17,2
E,17,2011,9,23,,,,NA,,,NA,NA,O,Y,,DO,JY,TA,,20110923,40809,E17,20110923_E17,8
LAI,2,2011,9,27,,,,NA,,,NA,NA,O,N,,CD,DB,DME,,20110927,40813,LAI2,20110927_LAI2,2
