"Trapline","TrapNum","Year","Month","Day","predCaught","birdCaught","otherCaught","NumCaught","Sex","Age","Condition","Disposition","TrapStatus","BaitStatus","BaitPrev","BaitSet","Observer","Recorder","Comments","dateStr","date","trap","catchID","duplicate","BaitPrevOld"
"E","34",2000,5,22,"","",NA,0,"","",NA,NA,"O","Y","CD","","JC","JC","",20000522,"5/22/2000","E34","20000522_E34",4,"CD"
"E","34",2005,5,27,"","CHUK",NA,1,"","",1,NA,"C","N","DO","","CW","CW","Walked Only, Released",20050527,"5/27/2005","E34","20050527_E34",1,"DO"
"E","34",2005,5,27,"","",NA,0,"","",NA,NA,"O","Y","DO","","CW","CW","Walked Only",20050527,"5/27/2005","E34","20050527_E34",4,"DO"
"E","34",2000,6,6,"","",NA,0,"","",NA,NA,"M","","","","VS","LS","",20000606,"6/6/2000","E34","20000606_E34",1,""
"E","34",2000,6,6,"","",NA,0,"","",NA,NA,"O","N","CD","","VS","LS","",20000606,"6/6/2000","E34","20000606_E34",4,"CD"
"E","34",2003,7,31,"","",NA,0,"","",NA,NA,"O","N","DO","","PM","IE","CHECKED ONLY",20030731,"7/31/2003","E34","20030731_E34",1,"DO"
"E","34",2003,7,31,"","",NA,0,"","",NA,NA,"M","N","DO","","PM","IE","CHECKED ONLY",20030731,"7/31/2003","E34","20030731_E34",4,"DO"
"E","34",2005,8,1,"","",NA,0,"","",NA,NA,"O","Y","DO","","AB","MB","",20050801,"8/1/2005","E34","20050801_E34",1,"DO"
"E","34",2005,8,1,"","",NA,0,"","",NA,NA,"O","N","DO","","AB","MB","",20050801,"8/1/2005","E34","20050801_E34",4,"DO"
"E","34",2014,8,25,"","",NA,NA,"","",NA,NA,"O","Y",NA,"WM","AR","LH","",20140825,"8/25/2014","E34","20140825_E34",1,NA
"E","34",2014,8,25,"","",NA,NA,"","",NA,NA,"O","N",NA,"WM","AR","LH","",20140825,"8/25/2014","E34","20140825_E34",4,NA
"E","34",2000,8,7,"","",NA,0,"","",NA,NA,"M","","WM","","MS, VS","MS,VS","",20000807,"8/7/2000","E34","20000807_E34",1,""
"E","34",2000,8,7,"","",NA,0,"","",NA,NA,"O","N","CD","","MS, VS","MS,VS","",20000807,"8/7/2000","E34","20000807_E34",4,"CD"
"E","34",2002,9,10,"","",NA,0,"","",NA,NA,"M","N","","","CE","AT","",20020910,"9/10/2002","E34","20020910_E34",1,""
"E","34",2002,9,10,"","",NA,0,"","",NA,NA,"O","Y","DO","","CE","AT","",20020910,"9/10/2002","E34","20020910_E34",4,"DO"
"E","35",2011,2,23,"","",NA,0,"","",NA,NA,"O","N",NA,"LL","LH,DME","DB","",20110223,"2/23/2011","E35","20110223_E35",1,""
"E","35",2011,2,23,"","",NA,0,"","",NA,NA,"O","Y","LL","LL","LH,DME","DB","",20110223,"2/23/2011","E35","20110223_E35",4,""
"E","35",2005,2,24,"","",NA,0,"","",NA,NA,"C","Y","DO","","AB","CW","Walked Only, Re-opened",20050224,"2/24/2005","E35","20050224_E35",1,"DO"
"E","35",2005,2,24,"","",NA,0,"","",NA,NA,"O","Y","DO","","AB","CW","Walked Only",20050224,"2/24/2005","E35","20050224_E35",4,"DO"
"E","35",2000,3,21,"","",NA,0,"","",NA,NA,"C","Y","CD","","CB","VS","",20000321,"3/21/2000","E35","20000321_E35",1,"CD"
"E","35",2000,3,21,"","",NA,0,"","",NA,NA,"O","N","CD","","CB","VS","",20000321,"3/21/2000","E35","20000321_E35",4,"CD"
"E","35",2012,5,8,"","",NA,NA,"","",NA,NA,"O","N","","DO+ Chicken","DME","TA","",20120508,"5/8/2012","E35","20120508_E35",1,""
"E","35",2012,5,8,"","",NA,NA,"","",NA,NA,"O","Y","DO+ Chicken","DO+ Chicken","HA","RK","",20120508,"5/8/2012","E35","20120508_E35",4,""
"E","35",2004,9,28,"","",NA,0,"","",NA,NA,"C","N","CD","","SB","SB","",20040928,"9/28/2004","E35","20040928_E35",1,"CD"
"E","35",2004,9,28,"","",NA,0,"","",NA,NA,"O","N","CD","","SB","SB","",20040928,"9/28/2004","E35","20040928_E35",4,"CD"
"E","36",2000,10,10,"","",NA,0,"","",NA,NA,"C","N","CD","","MS","MJW","",20001010,"10/10/2000","E36","20001010_E36",1,"CD"
"E","36",2000,10,10,"","",NA,0,"","",NA,NA,"O","N","CD","","MS","MJW","",20001010,"10/10/2000","E36","20001010_E36",4,"CD"
"E","36",2006,11,17,"","",NA,0,"","",NA,NA,"C","N","","NONE","NC","EM","",20061117,"11/17/2006","E36","20061117_E36",1,""
"E","36",2006,11,17,"","",NA,0,"","",NA,NA,"O","N","NONE","NONE","NC","EM","",20061117,"11/17/2006","E36","20061117_E36",4,""
"E","36",2009,11,9,"","",NA,0,"","",NA,NA,"C","N","NONE","DO","JB, DFD","ES","",20091109,"11/9/2009","E36","20091109_E36",1,""
"E","36",2009,11,9,"","",NA,0,"","",NA,NA,"O","N","DO","DO","JB, DFD","ES","",20091109,"11/9/2009","E36","20091109_E36",4,""
"E","36",2000,3,21,"","",NA,0,"","",NA,NA,"C","Y","CD","","CB","VS","",20000321,"3/21/2000","E36","20000321_E36",1,"CD"
"E","36",2000,3,21,"","",NA,0,"","",NA,NA,"O","N","CD","","CB","VS","",20000321,"3/21/2000","E36","20000321_E36",4,"CD"
"E","36",2008,4,29,"","",NA,0,"","",NA,NA,"C","N","","CD","DH","DH","",20080429,"4/29/2008","E36","20080429_E36",1,""
"E","36",2008,4,29,"","",NA,0,"","",NA,NA,"O","N","CD","CD","DH","DFD","",20080429,"4/29/2008","E36","20080429_E36",4,""
"E","36",2003,7,17,"","",NA,0,"","",NA,NA,"O","Y","DO","","JY","PM","CHECK ONLY",20030717,"7/17/2003","E36","20030717_E36",1,"DO"
"E","36",2003,7,17,"","",NA,0,"","",NA,NA,"O","N","DO","","JY","PM","CHECK ONLY",20030717,"7/17/2003","E36","20030717_E36",4,"DO"
"E","36",2005,9,12,"","",NA,0,"","",NA,NA,"O","N","DO","","AB","MB","",20050912,"9/12/2005","E36","20050912_E36",1,"DO"
"E","36",2005,9,12,"","",NA,0,"","",NA,NA,"C","N","DO","","AB","MB","",20050912,"9/12/2005","E36","20050912_E36",4,"DO"
"E","36",2011,9,12,"RR","",NA,1,"F","Sub-Adult",2,NA,"C","N","","DO","JY","RK","",20110912,"9/12/2011","E36","20110912_E36",1,""
"E","36",2011,9,12,"","",NA,NA,"","",NA,NA,"O","N","DO","DO","JY","RK","",20110912,"9/12/2011","E36","20110912_E36",4,""
"E","36",2004,9,3,"","",NA,0,"","",NA,NA,"O","N","DO","","CB","SB","E2",20040903,"9/3/2004","E36","20040903_E36",1,"DO"
"E","36",2004,9,3,"","",NA,0,"","",NA,NA,"O","Y","DO","","CB","SB","E2",20040903,"9/3/2004","E36","20040903_E36",4,"DO"
"E","36",2006,9,8,"","",NA,0,"","",NA,NA,"O","N","","NONE","JMM","NC","E2, not rebaited",20060908,"9/8/2006","E36","20060908_E36",1,""
"E","36",2006,9,8,"","",NA,0,"","",NA,NA,"O","Y","NONE","NONE","JMM","NC","E2, not rebaited",20060908,"9/8/2006","E36","20060908_E36",4,""
"E","37",2004,10,15,"RR","",NA,1,"M","Sub-Adult",2,NA,"C","N","CD","","RK","SB","Walked only",20041015,"10/15/2004","E37","20041015_E37",1,"CD"
"E","37",2004,10,15,"","",NA,0,"","",NA,NA,"O","N","CD","","RK","SB","Walked only",20041015,"10/15/2004","E37","20041015_E37",4,"CD"
"E","37",2007,11,14,"","",NA,0,"","",NA,NA,"O","N","","DO","RK","DH","",20071114,"11/14/2007","E37","20071114_E37",1,""
"E","37",2007,11,14,"","",NA,0,"","",NA,NA,"C","N","DO","DO","DH","RK","Flipped over from storm?",20071114,"11/14/2007","E37","20071114_E37",4,""
"E","37",2014,3,27,"","",NA,NA,"","",NA,NA,"C","N",NA,"DO","EJH","KD, GM","1RR-LIT",20140327,"3/27/2014","E37","20140327_E37",1,NA
"E","37",2014,3,27,"","",NA,NA,"","",NA,NA,"O","Y",NA,"DO","EJH","KD, GM","",20140327,"3/27/2014","E37","20140327_E37",4,NA
"E","37",2013,6,17,"","",NA,NA,"","",NA,NA,"O","N","DO","NONE","ZC","KG","",20130617,"6/17/2013","E37","20130617_E37",1,""
"E","37",2013,6,17,"","",NA,NA,"","",NA,NA,"O","Y","NONE","NONE","ZC","KG","",20130617,"6/17/2013","E37","20130617_E37",4,""
"E","37",2006,9,8,"","",NA,0,"","",NA,NA,"O","N","NONE","NONE","JMM","NC","E2, not rebaited",20060908,"9/8/2006","E37","20060908_E37",1,""
"E","37",2006,9,8,"","",NA,0,"","",NA,NA,"O","Y","NONE","NONE","JMM","NC","E2, not rebaited",20060908,"9/8/2006","E37","20060908_E37",4,""
"E","38",2008,4,29,"","",NA,0,"","",NA,NA,"O","N",NA,"CD","DH","DH","",20080429,"4/29/2008","E38","20080429_E38",1,""
"E","38",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","DH","DFD","",20080429,"4/29/2008","E38","20080429_E38",4,""
"E","38",2013,6,17,"","",NA,NA,"","",NA,NA,"O","N","CD","NONE","ZC","KG","",20130617,"6/17/2013","E38","20130617_E38",1,""
"E","38",2013,6,17,"","",NA,NA,"","",NA,NA,"O","Y","NONE","NONE","ZC","KG","",20130617,"6/17/2013","E38","20130617_E38",4,""
"E","38",2013,6,24,"","",NA,NA,"","",NA,NA,"O","Y","NONE","DO","SO","KG","",20130624,"6/24/2013","E38","20130624_E38",1,""
"E","38",2013,6,24,"","",NA,NA,"","",NA,NA,"O","N","DO","DO","SO","KG","",20130624,"6/24/2013","E38","20130624_E38",4,""
"E","38",2002,7,23,"","",NA,0,"","",NA,NA,"O","Y","CD","","CE","CE","",20020723,"7/23/2002","E38","20020723_E38",1,"CD"
"E","38",2002,7,23,"","",NA,0,"","",NA,NA,"O","N","CD","","CE","CE","",20020723,"7/23/2002","E38","20020723_E38",4,"CD"
"E","39",2000,3,21,"","",NA,0,"","",NA,NA,"C","Y","CD","","CB","VS","",20000321,"3/21/2000","E39","20000321_E39",1,"CD"
"E","39",2000,3,21,"","",NA,0,"","",NA,NA,"O","Y","CD","","CB","VS","",20000321,"3/21/2000","E39","20000321_E39",4,"CD"
"E","39",2008,4,29,"","",NA,0,"","",NA,NA,"O","N","","CD","DH","DFD","",20080429,"4/29/2008","E39","20080429_E39",1,""
"E","39",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","DH","DH","",20080429,"4/29/2008","E39","20080429_E39",4,""
"E","39",2006,4,4,"","",NA,0,"","",NA,NA,"C","Y","CD","CD","LG","ET","",20060404,"4/4/2006","E39","20060404_E39",1,""
"E","39",2006,4,4,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","LG","ET","",20060404,"4/4/2006","E39","20060404_E39",4,""
"E","39",2014,6,9,"","",NA,NA,"","",NA,NA,"C","Y",NA,"WM","KD,GM","KP","RN-1",20140609,"6/9/2014","E39","20140609_E39",1,NA
"E","39",2014,6,9,"","",NA,NA,"","",NA,NA,"C","N",NA,"WM","KD,GM","KP","NR-1",20140609,"6/9/2014","E39","20140609_E39",4,NA
"E","39",2014,7,10,"","",NA,NA,"","",NA,NA,"C","N",NA,"CD","GM","KD","",20140710,"7/10/2014","E39","20140710_E39",1,NA
"E","39",2014,7,10,"","",NA,NA,"","",NA,NA,"O","N",NA,"CD","GM","KD","",20140710,"7/10/2014","E39","20140710_E39",4,NA
"E","39",2003,7,17,"","",NA,0,"","",NA,NA,"O","N","DO","","JY","PM","CHECK ONLY",20030717,"7/17/2003","E39","20030717_E39",1,"DO"
"E","39",2003,7,17,"","",NA,0,"","",NA,NA,"O","Y","DO","","JY","PM","CHECK ONLY",20030717,"7/17/2003","E39","20030717_E39",4,"DO"
"E","4",2007,11,14,"","",NA,0,"","",NA,NA,"O","N",NA,"DO","RK","DH","",20071114,"11/14/2007","E4","20071114_E4",1,""
"E","4",2007,11,14,"","",NA,0,"","",NA,NA,"C","Y","DO","DO","DH","RK","Rechecked from 11/12/08",20071114,"11/14/2007","E4","20071114_E4",4,""
"E","4",2006,11,9,"","",NA,0,"","",NA,NA,"C","Y","DO","NONE","IE","EM","",20061109,"11/9/2006","E4","20061109_E4",1,""
"E","4",2006,11,9,"","",NA,0,"","",NA,NA,"O","Y","NONE","NONE","IE","EM","",20061109,"11/9/2006","E4","20061109_E4",4,""
"E","4",2005,2,24,"","",NA,0,"","",NA,NA,"C","N","DO","","AB","CW","Walked Only",20050224,"2/24/2005","E4","20050224_E4",1,"DO"
"E","4",2005,2,24,"","",NA,0,"","",NA,NA,"O","Y","DO","","AB","CW","Walked Only",20050224,"2/24/2005","E4","20050224_E4",4,"DO"
"E","4",2005,6,21,"","",NA,0,"","",NA,NA,"O","N","DO","","AB","MB","",20050621,"6/21/2005","E4","20050621_E4",1,"DO"
"E","4",2005,6,21,"","",NA,0,"","",NA,NA,"C","N","DO","","AB","MB","",20050621,"6/21/2005","E4","20050621_E4",4,"DO"
"E","4",2006,7,27,"","",NA,0,"","",NA,NA,"O","Y","","NONE","RFT","EM","",20060727,"7/27/2006","E4","20060727_E4",1,""
"E","4",2006,7,27,"","",NA,0,"","",NA,NA,"C","Y","NONE","NONE","RFT","EM","",20060727,"7/27/2006","E4","20060727_E4",4,""
"E","40",2007,11,14,"","",NA,0,"","",NA,NA,"O","N",NA,"DO","RK","DH","",20071114,"11/14/2007","E40","20071114_E40",1,""
"E","40",2007,11,14,"","",NA,0,"","",NA,NA,"C","N","DO","DO","DH","RK","",20071114,"11/14/2007","E40","20071114_E40",4,""
"E","40",2004,11,29,"","",NA,0,"","",NA,NA,"C","N","CD","","KC","SB","",20041129,"11/29/2004","E40","20041129_E40",1,"CD"
"E","40",2004,11,29,"","",NA,0,"","",NA,NA,"O","N","CD","","KC","SB","",20041129,"11/29/2004","E40","20041129_E40",4,"CD"
"E","40",2006,2,24,"","",NA,0,"","",NA,NA,"C","Y","","CD","KB","LG","",20060224,"2/24/2006","E40","20060224_E40",1,""
"E","40",2006,2,24,"","",NA,0,"","",NA,NA,"O","N","CD","CD","KB","LG","",20060224,"2/24/2006","E40","20060224_E40",4,""
"E","40",2008,4,29,"RR","",NA,1,"M","Adult",2,NA,"C","N","CD","CD","DH","DFD","",20080429,"4/29/2008","E40","20080429_E40",1,""
"E","40",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","DH","DH","",20080429,"4/29/2008","E40","20080429_E40",4,""
"E","40",2005,8,15,"","",NA,0,"","",NA,NA,"O","Y","DO","","ES, RK","MB","",20050815,"8/15/2005","E40","20050815_E40",1,"DO"
"E","40",2005,8,15,"","",NA,0,"","",NA,NA,"C","N","DO","","ES, RK","MB","",20050815,"8/15/2005","E40","20050815_E40",4,"DO"
"E","41",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y",NA,"CD","DH","DH","",20080429,"4/29/2008","E41","20080429_E41",1,""
"E","41",2008,4,29,"","",NA,0,"","",NA,NA,"O","N","CD","CD","DH","DFD","",20080429,"4/29/2008","E41","20080429_E41",4,""
"E","41",2012,7,26,"","",NA,NA,"","",NA,NA,"C","N","CD","C","CMB","RK","",20120726,"7/26/2012","E41","20120726_E41",1,""
"E","41",2012,7,26,"","",NA,NA,"","",NA,NA,"O","N","C","C","CMB","RK","",20120726,"7/26/2012","E41","20120726_E41",4,""
"E","42",2005,11,25,"","",NA,0,"","",NA,NA,"O","N","DO","","MB","LG","E2; Not baited",20051125,"11/25/2005","E42","20051125_E42",1,"DO"
"E","42",2005,11,25,"","",NA,0,"","",NA,NA,"O","Y","DO","","MB","LG","E2; Not baited",20051125,"11/25/2005","E42","20051125_E42",4,"DO"
"E","42",2007,11,9,"","",NA,0,"","",NA,NA,"O","N","","CD","JT","DH","",20071109,"11/9/2007","E42","20071109_E42",1,""
"E","42",2007,11,9,"","",NA,0,"","",NA,NA,"C","Y","CD","CD","JT","DH","",20071109,"11/9/2007","E42","20071109_E42",4,""
"E","42",2014,2,27,"","",NA,NA,"","",NA,NA,"O","N",NA,"NONE","SO","EJH","",20140227,"2/27/2014","E42","20140227_E42",1,NA
"E","42",2014,2,27,"","",NA,NA,"","",NA,NA,"O","Y",NA,"NONE","SO","EJH","",20140227,"2/27/2014","E42","20140227_E42",4,NA
"E","42",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","NONE","CD","DH","DH","",20080429,"4/29/2008","E42","20080429_E42",1,""
"E","42",2008,4,29,"","",NA,0,"","",NA,NA,"O","N","CD","CD","DH","DFD","",20080429,"4/29/2008","E42","20080429_E42",4,""
"E","42",2009,5,26,"","",NA,0,"","",NA,NA,"C","N","CD","DO","DFD","DJ","",20090526,"5/26/2009","E42","20090526_E42",1,""
"E","42",2009,5,26,"","",NA,0,"","",NA,NA,"O","N","DO","DO","DFD","DJ","",20090526,"5/26/2009","E42","20090526_E42",4,""
"E","42",2013,9,12,"","",NA,NA,"","",NA,NA,"O","Y","DO","CD","KG, JT","KG","",20130912,"9/12/2013","E42","20130912_E42",1,""
"E","42",2009,9,28,"","",NA,0,"","",NA,NA,"O","N","CD","DO","PF","ES","Last lunch LIT.",20090928,"9/28/2009","E42","20090928_E42",1,""
"E","42",2009,9,28,"","",NA,0,"","",NA,NA,"O","Y","DO","DO","PF","ES","Last lunch LIT.",20090928,"9/28/2009","E42","20090928_E42",4,""
"E","43",2007,11,14,"","",NA,0,"","",NA,NA,"O","N",NA,"DO","RK","DH","",20071114,"11/14/2007","E43","20071114_E43",1,""
"E","43",2007,11,14,"","",NA,0,"","",NA,NA,"C","N","DO","DO","DH","RK","",20071114,"11/14/2007","E43","20071114_E43",4,""
"E","43",2011,2,28,"RR","",NA,1,"UNK","Adult",2,NA,"C","N","DO","CD","HA","DB","",20110228,"2/28/2011","E43","20110228_E43",1,""
"E","43",2011,2,28,"","",NA,0,"","",NA,NA,"O","N","CD","CD","HA","DB","",20110228,"2/28/2011","E43","20110228_E43",4,""
"E","43",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","DH","DH","",20080429,"4/29/2008","E43","20080429_E43",1,""
"E","43",2008,4,29,"","",NA,0,"","",NA,NA,"O","N","CD","CD","DH","DFD","",20080429,"4/29/2008","E43","20080429_E43",4,""
"E","43",2011,5,25,"","",NA,NA,"","",NA,NA,"C","N","CD","NR","JM","DME","",20110525,"5/25/2011","E43","20110525_E43",1,""
"E","43",2011,5,25,"","",NA,NA,"","",NA,NA,"O","N","NR","NR","JM","DME","",20110525,"5/25/2011","E43","20110525_E43",4,""
"E","43",2014,6,2,"","",NA,NA,"","",NA,NA,"O","N",NA,"NONE","KG","KD, GM","",20140602,"6/2/2014","E43","20140602_E43",1,NA
"E","43",2014,6,2,"","",NA,NA,"","",NA,NA,"O","Y",NA,"NONE","KG","KD, GM","",20140602,"6/2/2014","E43","20140602_E43",4,NA
"E","44",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y",NA,"CD","DH","DH","",20080429,"4/29/2008","E44","20080429_E44",1,""
"E","44",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","DH","DFD","",20080429,"4/29/2008","E44","20080429_E44",4,""
"E","44",2005,4,4,"","",NA,0,"","",NA,NA,"O","Y","CD","","AB","CW","",20050404,"4/4/2005","E44","20050404_E44",1,"CD"
"E","44",2005,4,4,"","",NA,0,"","",NA,NA,"O","N","CD","","AB","CW","",20050404,"4/4/2005","E44","20050404_E44",4,"CD"
"E","44",2005,5,5,"","",NA,0,"","",NA,NA,"O","N","DO","","AB","CW","Walked only",20050505,"5/5/2005","E44","20050505_E44",1,"DO"
"E","44",2005,5,5,"","",NA,0,"","",NA,NA,"O","Y","DO","","AB","CW","Walked Only",20050505,"5/5/2005","E44","20050505_E44",4,"DO"
"E","44",2013,5,8,"","",NA,NA,"","",NA,NA,"O","N","","CD","SO","KG","",20130508,"5/8/2013","E44","20130508_E44",1,""
"E","44",2013,5,8,"","",NA,NA,"","",NA,NA,"O","Y","CD","CD","SO","KG","",20130508,"5/8/2013","E44","20130508_E44",4,""
"E","44",2006,7,27,"","",NA,0,"","",NA,NA,"O","Y","CD","NONE","RFT","EM","",20060727,"7/27/2006","E44","20060727_E44",1,""
"E","44",2006,7,27,"","",NA,0,"","",NA,NA,"O","N","NONE","NONE","RFT","EM","",20060727,"7/27/2006","E44","20060727_E44",4,""
"E","44",2005,7,5,"","",NA,0,"","",NA,NA,"C","N","DO","","AB","MB","",20050705,"7/5/2005","E44","20050705_E44",1,"DO"
"E","44",2005,7,5,"","",NA,0,"","",NA,NA,"O","N","DO","","AB","MB","",20050705,"7/5/2005","E44","20050705_E44",4,"DO"
"E","44",2005,9,29,"","",NA,0,"","",NA,NA,"C","Y","DO","","ES","MB","",20050929,"9/29/2005","E44","20050929_E44",1,"DO"
"E","44",2005,9,29,"","",NA,0,"","",NA,NA,"O","Y","DO","","ES","MB","",20050929,"9/29/2005","E44","20050929_E44",4,"DO"
"E","45",2008,4,29,"","CHUK",NA,1,"","Adult",1,NA,"C","N",NA,"CD","DH","DH","Dispatched by DH",20080429,"4/29/2008","E45","20080429_E45",1,""
"E","45",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","CD","CD","DH","DFD","",20080429,"4/29/2008","E45","20080429_E45",4,""
"E","45",2005,4,4,"","",NA,0,"","",NA,NA,"O","Y","CD","","AB","CW","",20050404,"4/4/2005","E45","20050404_E45",1,"CD"
"E","45",2005,4,4,"","",NA,0,"","",NA,NA,"O","N","CD","","AB","CW","",20050404,"4/4/2005","E45","20050404_E45",4,"CD"
"E","45",2005,7,22,"","",NA,0,"","",NA,NA,"O","N","DO","","CW","MB","",20050722,"7/22/2005","E45","20050722_E45",1,"DO"
"E","45",2005,7,22,"","",NA,0,"","",NA,NA,"O","Y","DO","","CW","MB","",20050722,"7/22/2005","E45","20050722_E45",4,"DO"
"E","45",2013,9,12,"","",NA,NA,"","",NA,NA,"O","N","","CD","KG, JT","KG","",20130912,"9/12/2013","E42","20130912_E42",1,""
"E","46",2007,11,14,"","",NA,0,"","",NA,NA,"O","N",NA,"DO","RK","DH","",20071114,"11/14/2007","E46","20071114_E46",1,""
"E","46",2007,11,14,"","",NA,0,"","",NA,NA,"C","N","DO","DO","DH","RK","",20071114,"11/14/2007","E46","20071114_E46",4,""
"E","46",2011,2,23,"","",NA,0,"","",NA,NA,"C","N","DO","LL","LH,DME","DB","",20110223,"2/23/2011","E46","20110223_E46",1,""
"E","46",2011,2,23,"","",NA,0,"","",NA,NA,"O","Y","LL","LL","LH,DME","DB","",20110223,"2/23/2011","E46","20110223_E46",4,""
"E","46",2002,4,15,"","",NA,0,"","",NA,NA,"O","N","CD","","SR","ZM","",20020415,"4/15/2002","E46","20020415_E46",1,"CD"
"E","46",2002,4,15,"","",NA,0,"","",NA,NA,"O","Y","CD","","SR","ZM","",20020415,"4/15/2002","E46","20020415_E46",4,"CD"
"E","46",2008,4,29,"","",NA,0,"","",NA,NA,"C","N","","CD","DH","DH","1Rr-2 Ad M from previous",20080429,"4/29/2008","E46","20080429_E46",1,""
"E","46",2008,4,29,"","",NA,0,"","",NA,NA,"O","N","CD","CD","DH","DFD","",20080429,"4/29/2008","E46","20080429_E46",4,""
"E","46",2005,4,4,"","",NA,0,"","",NA,NA,"C","N","CD","","AB","CW","",20050404,"4/4/2005","E46","20050404_E46",1,"CD"
"E","46",2005,4,4,"","",NA,0,"","",NA,NA,"O","N","CD","","AB","CW","",20050404,"4/4/2005","E46","20050404_E46",4,"CD"
"E","46",2005,8,17,"","",NA,0,"","",NA,NA,"C","Y","DO","","AB","MB","",20050817,"8/17/2005","E46","20050817_E46",1,"DO"
"E","46",2005,8,17,"","",NA,0,"","",NA,NA,"O","Y","DO","","AB","MB","",20050817,"8/17/2005","E46","20050817_E46",4,"DO"
"E","47",2013,4,1,"","",NA,NA,"","",NA,NA,"C","N",NA,"DO","JM","KG","",20130401,"4/1/2013","E47","20130401_E47",1,""
"E","47",2013,4,1,"","",NA,NA,"","",NA,NA,"O","Y","DO","DO","JM","KG","",20130401,"4/1/2013","E47","20130401_E47",4,""
"E","47",2008,4,29,"","CHUK",NA,1,"","Adult",1,NA,"C","N","DO","CD","DH","DH","Escaped",20080429,"4/29/2008","E47","20080429_E47",1,""
"E","47",2008,4,29,"","",NA,0,"","",NA,NA,"C","N","CD","CD","DH","DFD","",20080429,"4/29/2008","E47","20080429_E47",4,""
"E","47",2005,6,21,"","",NA,0,"","",NA,NA,"C","Y","DO","","AB","MB","",20050621,"6/21/2005","E47","20050621_E47",1,"DO"
"E","47",2005,6,21,"","",NA,0,"","",NA,NA,"C","N","DO","","AB","MB","",20050621,"6/21/2005","E47","20050621_E47",4,"DO"
"E","47",2003,6,30,"","",NA,0,"","",NA,NA,"C","N","DO","","JY","PM","",20030630,"6/30/2003","E47","20030630_E47",2,"DO"
"E","47",2003,7,14,"","",NA,0,"","",NA,NA,"C","N","CD","","JY","PM","",20030714,"7/14/2003","E47","20030714_E47",1,"CD"
"E","47",2003,7,14,"","",NA,0,"","",NA,NA,"O","N","CD","","JY","PM","",20030714,"7/14/2003","E47","20030714_E47",4,"CD"
"E","47",2003,9,30,"RR","",NA,1,"","Adult",3,NA,"C","N","DO","","PM","PM","",20030930,"9/30/2003","E47","20030930_E47",1,"DO"
"E","47",2003,9,30,"","",NA,0,"","",NA,NA,"O","N","DO","","PM","PM","",20030930,"9/30/2003","E47","20030930_E47",4,"DO"
"E","48",2013,3,1,"","",NA,NA,"","",NA,NA,"O","N",NA,"NONE","ZC","KG","",20130301,"3/1/2013","E48","20130301_E48",1,""
"E","48",2013,3,1,"","",NA,NA,"","",NA,NA,"O","Y","NONE","NONE","ZC","KG","",20130301,"3/1/2013","E48","20130301_E48",4,""
"E","48",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","NONE","CD","DH","DH","",20080429,"4/29/2008","E48","20080429_E48",1,""
"E","48",2008,4,29,"","",NA,0,"","",NA,NA,"O","N","CD","CD","DH","DFD","",20080429,"4/29/2008","E48","20080429_E48",4,""
"E","48",2013,7,30,"RR","",NA,1,"UNK","Juvenile",3,NA,"C","N","CD","NONE","ZC","KG","",20130730,"7/30/2013","E48","20130730_E48",1,""
"E","48",2013,7,30,"","",NA,NA,"","",NA,NA,"O","N","NONE","NONE","ZC","KG","",20130730,"7/30/2013","E48","20130730_E48",4,""
"E","49",2013,10,21,"","",NA,NA,"","",NA,NA,"C","N",NA,"CD","ZC","KG","",20131021,"10/21/2013","E49","20131021_E49",1,""
"E","49",2013,10,21,"","",NA,NA,"","",NA,NA,"O","N","CD","CD","ZC","KG","",20131021,"10/21/2013","E49","20131021_E49",4,""
"E","49",2013,10,21,"","",NA,NA,"","",NA,NA,"O","N","CD","CD","ZC","KG","",20131021,"10/21/2013","E49","20131021_E49",4,""
"E","49",2013,10,21,"","",NA,NA,"","",NA,NA,"C","N","CD","CD","ZC","KG","",20131021,"10/21/2013","E49","20131021_E49",4,""
"E","49",2007,11,14,"","",NA,0,"","",NA,NA,"O","N","CD","DO","RK","DH","",20071114,"11/14/2007","E49","20071114_E49",1,""
"E","49",2007,11,14,"","",NA,0,"","",NA,NA,"C","N","DO","DO","DH","RK","",20071114,"11/14/2007","E49","20071114_E49",4,""
"E","49",2011,2,23,"","",NA,0,"","",NA,NA,"C","N","DO","LL","LH,DME","DB","",20110223,"2/23/2011","E49","20110223_E49",1,""
"E","49",2011,2,23,"","",NA,0,"","",NA,NA,"O","Y","LL","LL","LH,DME","DB","",20110223,"2/23/2011","E49","20110223_E49",4,""
"E","49",2008,4,29,"","",NA,0,"","",NA,NA,"O","Y","LL","CD","DH","DH","",20080429,"4/29/2008","E49","20080429_E49",1,""
